@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute min_biat numeric
@attribute mean_biat numeric
@attribute total_fvolume numeric
@attribute class {TELNET,FTP,HTTP,DNS,lime,localForwarding,remoteForwarding,scp,sftp,x11,shell}

@data
101,-1,-1,0,0,505,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,248,lime
101,-1,-1,0,0,1717,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,606,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
63,164,164,0,0,63,lime
51,-1,-1,0,0,2397,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,177,177,0,0,114,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2499,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
101,236,323,0,0,1818,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,592,592,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,909,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2499,lime
101,104,156,584,1788,3333,lime
58,58,87,0,0,116,DNS
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,372,lime
101,-1,-1,0,0,1313,lime
124,541,603,0,0,372,lime
124,598,598,0,0,124,lime
101,98,204,1919,92693,4040,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
247,-1,-1,0,0,1127,lime
101,74,144,1655,3574,2727,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,620,lime
124,-1,-1,0,0,124,lime
124,522,522,0,0,124,lime
101,-1,-1,0,0,101,lime
63,178,178,0,0,63,lime
101,212,257,0,0,303,lime
124,-1,-1,0,0,124,lime
72,-1,-1,0,0,72,DNS
51,-1,-1,0,0,102,lime
101,599,622,0,0,505,lime
101,-1,-1,0,0,404,lime
171,-1,-1,0,0,432,lime
101,634,634,0,0,101,lime
101,116,147,0,0,505,lime
51,-1,-1,0,0,2499,lime
124,-1,-1,0,0,124,lime
101,249,298,255,255,707,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,303,lime
51,-1,-1,0,0,51,lime
101,-1,-1,0,0,404,lime
124,-1,-1,0,0,248,lime
101,566,566,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,620,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,51,lime
101,-1,-1,0,0,404,lime
72,-1,-1,0,0,72,DNS
58,-1,-1,0,0,58,DNS
101,475,569,0,0,1010,lime
101,306,306,0,0,101,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
63,164,164,0,0,63,lime
101,140,266,0,0,1313,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2346,lime
101,-1,-1,0,0,505,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
101,61,61,0,0,202,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,202,lime
56,75,115,840,171383,3870,DNS
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,592,592,0,0,124,lime
101,-1,-1,0,0,101,lime
124,177,177,0,0,124,lime
101,368,556,0,0,606,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
63,-1,-1,0,0,63,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,101,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,51,55,36,114919,178916,lime
51,51,542,84,17465,152951,lime
124,-1,-1,0,0,372,lime
57,112,112,0,0,57,lime
124,-1,-1,0,0,124,lime
51,178,178,0,0,114,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,248,lime
101,-1,-1,0,0,606,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,346,472,0,0,248,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,248,lime
124,177,177,0,0,124,lime
124,-1,-1,0,0,372,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,372,lime
124,377,417,0,0,372,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
240,-1,-1,0,0,240,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,568,568,0,0,124,lime
51,51,527,29,285570,11744,lime
63,-1,-1,0,0,63,lime
51,51,550,51,3885,1921886,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,51,53,47,96726,1269431,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,236,341,582414,582414,1818,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,2550,lime
124,-1,-1,0,0,372,lime
101,-1,-1,0,0,202,lime
124,-1,-1,0,0,124,lime
101,567,627,12204,12204,808,lime
51,51,51,58,169092,516583,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
101,-1,-1,0,0,707,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
101,220,220,0,0,101,lime
101,-1,-1,0,0,101,lime
51,51,51,19,18285,5293696,lime
101,222,301,0,0,404,lime
101,447,536,0,0,707,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2550,lime
101,-1,-1,0,0,1111,lime
51,-1,-1,0,0,2499,lime
188,-1,-1,0,0,188,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2346,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,68,95,0,0,248,lime
101,557,596,0,0,202,lime
101,-1,-1,0,0,606,lime
101,439,439,0,0,202,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
182,-1,-1,0,0,182,lime
124,-1,-1,0,0,124,lime
101,146,146,0,0,202,lime
51,-1,-1,0,0,4998,lime
51,-1,-1,0,0,2601,lime
101,-1,-1,0,0,101,lime
124,61,61,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,582,616,0,0,372,lime
124,305,305,0,0,124,lime
124,-1,-1,0,0,124,lime
101,182,182,0,0,202,lime
124,-1,-1,0,0,124,lime
101,637,637,0,0,101,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,1111,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
51,-1,-1,0,0,2601,lime
101,-1,-1,0,0,202,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,98,98,0,0,124,lime
51,51,51,70,295360,4209,lime
101,-1,-1,0,0,101,lime
101,521,521,0,0,101,lime
101,634,635,0,0,808,lime
101,320,339,0,0,505,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
63,165,165,0,0,63,lime
124,-1,-1,0,0,744,lime
63,-1,-1,0,0,63,lime
101,452,452,0,0,101,lime
101,-1,-1,0,0,303,lime
51,-1,-1,0,0,2601,lime
101,-1,-1,0,0,202,lime
124,-1,-1,0,0,124,lime
101,61,61,6586,6586,1212,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
57,112,112,0,0,57,lime
63,-1,-1,0,0,63,lime
63,177,177,0,0,63,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,404,lime
51,51,80,39,263787,4148,lime
101,228,240,0,0,303,lime
101,472,491,7961,7961,404,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,202,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
101,-1,-1,0,0,202,lime
101,-1,-1,0,0,606,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,122,244,146,1044,3131,lime
124,-1,-1,0,0,124,lime
124,193,193,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,595,597,0,0,202,lime
51,-1,-1,0,0,5202,lime
124,634,634,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,372,lime
101,110,188,202,827,1919,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,372,lime
101,634,634,0,0,101,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
101,68,142,91,2990,4141,lime
101,-1,-1,0,0,101,lime
101,356,356,0,0,101,lime
51,-1,-1,0,0,51,lime
101,339,561,0,0,404,lime
101,-1,-1,0,0,303,lime
101,-1,-1,0,0,404,lime
101,634,634,0,0,101,lime
101,122,166,0,0,1515,lime
101,-1,-1,0,0,101,lime
63,177,177,0,0,63,lime
124,-1,-1,0,0,124,lime
77,-1,-1,0,0,77,lime
101,117,117,0,0,202,lime
101,-1,-1,0,0,202,lime
101,332,465,346,346,1212,lime
124,-1,-1,0,0,124,lime
101,194,219,0,0,1414,lime
57,112,112,0,0,57,lime
124,-1,-1,0,0,124,lime
51,51,90,2582,183729,7411,lime
101,421,421,0,0,101,lime
124,-1,-1,0,0,124,lime
101,348,348,0,0,101,lime
51,51,148,59,241520,9369,lime
124,-1,-1,0,0,124,lime
101,134,142,0,0,505,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,707,lime
101,634,634,16449,16449,707,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
51,-1,-1,0,0,2601,lime
51,-1,-1,0,0,2601,lime
51,-1,-1,0,0,51,lime
124,375,486,0,0,248,lime
101,-1,-1,0,0,606,lime
63,-1,-1,0,0,63,lime
101,320,398,0,0,505,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
101,-1,-1,0,0,404,lime
101,278,278,0,0,101,lime
124,147,147,0,0,124,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,620,lime
101,409,429,5720,5720,707,lime
124,-1,-1,0,0,248,lime
124,544,547,0,0,248,lime
101,-1,-1,0,0,303,lime
63,-1,-1,0,0,63,lime
61,-1,-1,0,0,61,lime
51,51,112,71,227462,11812,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,556,556,0,0,248,lime
51,51,53,192,139941,524006,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,1212,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
101,-1,-1,0,0,101,lime
124,68,95,0,0,248,lime
101,380,425,0,0,505,lime
124,634,634,0,0,372,lime
101,-1,-1,0,0,101,lime
63,164,164,0,0,63,lime
57,113,113,210,236,57,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
51,178,178,0,0,114,lime
101,-1,-1,0,0,1717,lime
57,112,112,0,0,57,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,1414,lime
51,-1,-1,0,0,51,lime
51,177,177,0,0,114,lime
51,-1,-1,0,0,5049,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,51,lime
101,428,428,0,0,202,lime
101,80,130,96,2035,4444,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,102,102,0,0,102,lime
101,188,399,2659,3415,1919,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,372,lime
51,-1,-1,0,0,102,lime
101,315,350,0,0,303,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,532,532,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,372,lime
51,-1,-1,0,0,2601,lime
51,-1,-1,0,0,2448,lime
124,-1,-1,0,0,124,lime
101,518,518,0,0,202,lime
101,530,530,0,0,101,lime
101,374,376,0,0,303,lime
58,-1,-1,0,0,58,DNS
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,2601,lime
124,634,634,0,0,248,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,496,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,51,lime
51,51,54,1094,238013,408,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,323,397,0,0,620,lime
124,-1,-1,0,0,744,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,630,630,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,102,102,0,0,165,lime
101,-1,-1,0,0,101,lime
124,68,95,0,0,248,lime
124,-1,-1,0,0,124,lime
101,365,415,0,0,505,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,404,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,505,505,0,0,248,lime
124,352,428,0,0,248,lime
101,634,634,0,0,404,lime
124,634,634,0,0,248,lime
124,-1,-1,0,0,124,lime
51,51,548,469,92278,73760,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,372,lime
101,288,288,0,0,101,lime
124,-1,-1,0,0,124,lime
51,51,58,764,234392,15093,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,531,586,0,0,303,lime
124,98,98,0,0,124,lime
124,-1,-1,0,0,496,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
51,-1,-1,0,0,2601,lime
124,592,592,0,0,124,lime
101,-1,-1,0,0,1111,lime
101,392,402,0,0,404,lime
124,-1,-1,0,0,124,lime
101,267,267,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,202,lime
51,-1,-1,0,0,102,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,563,563,0,0,124,lime
124,-1,-1,0,0,744,lime
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,2499,lime
51,51,52,4,41647,769700,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,51,548,25,46444,148054,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,372,lime
124,592,592,0,0,124,lime
101,314,337,0,0,606,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,248,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,303,lime
101,-1,-1,0,0,101,lime
101,61,61,80,115,1111,lime
101,634,634,0,0,303,lime
124,634,634,0,0,124,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,248,lime
101,134,147,9169,9169,1616,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
124,193,193,0,0,124,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,544,547,0,0,248,lime
63,-1,-1,0,0,63,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,248,lime
65,72,94,50065,50065,286,DNS
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,51,lime
124,305,305,0,0,124,lime
101,236,313,0,0,505,lime
124,-1,-1,0,0,124,lime
101,218,286,249,2711,3434,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,5202,lime
101,68,128,109,1394,3535,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
101,110,190,8912,204346,2727,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,744,lime
124,-1,-1,0,0,124,lime
51,51,521,5034,192602,20921,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,634,634,0,0,124,lime
101,286,376,0,0,505,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,707,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,2601,lime
124,604,604,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
101,439,470,0,0,404,lime
124,-1,-1,0,0,124,lime
101,248,248,0,0,101,lime
101,-1,-1,0,0,303,lime
124,-1,-1,0,0,124,lime
634,-1,-1,0,0,634,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
51,51,545,53,40987,287718,lime
51,-1,-1,0,0,51,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2448,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,248,254,0,0,202,lime
124,-1,-1,0,0,372,lime
51,178,178,0,0,114,lime
124,634,634,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,202,lime
124,-1,-1,0,0,124,lime
63,164,164,0,0,63,lime
51,178,178,0,0,114,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,101,lime
101,61,61,0,0,202,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,372,lime
124,-1,-1,0,0,124,lime
101,585,619,11577,11577,1111,lime
101,-1,-1,0,0,101,lime
63,-1,-1,0,0,63,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
101,458,458,0,0,101,lime
101,-1,-1,0,0,101,lime
124,598,598,0,0,124,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
63,177,177,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,505,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
101,278,278,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,51,513,471,79494,25525,lime
58,74,137,1121,150570,2938,DNS
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,338,435,5698,6165,1414,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2601,lime
101,116,274,13647,68120,2020,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
101,440,582,31487,31487,1515,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,7803,lime
124,-1,-1,0,0,124,lime
124,177,177,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,597,597,0,0,101,lime
124,-1,-1,0,0,124,lime
101,68,113,0,0,202,lime
124,-1,-1,0,0,372,lime
124,104,108,0,0,372,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,68,68,0,0,248,lime
101,376,376,0,0,101,lime
101,236,251,0,0,202,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,5100,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,290,346,0,0,909,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,505,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,248,lime
101,-1,-1,0,0,1717,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,51,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,606,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
63,164,164,0,0,63,lime
51,-1,-1,0,0,2397,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,177,177,0,0,114,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2499,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
101,236,323,0,0,1818,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,592,592,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,909,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2499,lime
101,104,156,584,1788,3333,lime
58,58,87,0,0,116,DNS
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,372,lime
101,-1,-1,0,0,1313,lime
124,541,603,0,0,372,lime
124,598,598,0,0,124,lime
101,98,204,1919,92693,4040,lime
124,-1,-1,0,0,124,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
247,-1,-1,0,0,1127,lime
101,74,144,1655,3574,2727,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,620,lime
124,-1,-1,0,0,124,lime
124,522,522,0,0,124,lime
101,-1,-1,0,0,101,lime
63,178,178,0,0,63,lime
101,212,257,0,0,303,lime
124,-1,-1,0,0,124,lime
72,-1,-1,0,0,72,DNS
51,-1,-1,0,0,102,lime
101,599,622,0,0,505,lime
101,-1,-1,0,0,404,lime
171,-1,-1,0,0,432,lime
101,634,634,0,0,101,lime
101,116,147,0,0,505,lime
51,-1,-1,0,0,2499,lime
124,-1,-1,0,0,124,lime
101,249,298,255,255,707,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,248,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,303,lime
51,-1,-1,0,0,51,lime
101,-1,-1,0,0,404,lime
124,-1,-1,0,0,248,lime
101,566,566,0,0,101,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,620,lime
101,-1,-1,0,0,101,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
51,-1,-1,0,0,2601,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,51,lime
101,-1,-1,0,0,404,lime
72,-1,-1,0,0,72,DNS
58,-1,-1,0,0,58,DNS
101,475,569,0,0,1010,lime
101,306,306,0,0,101,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
63,164,164,0,0,63,lime
101,140,266,0,0,1313,lime
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
51,-1,-1,0,0,2346,lime
101,-1,-1,0,0,505,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,124,lime
101,61,61,0,0,202,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,202,lime
56,75,115,840,171383,3870,DNS
124,-1,-1,0,0,124,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,592,592,0,0,124,lime
101,-1,-1,0,0,101,lime
124,177,177,0,0,124,lime
101,368,556,0,0,606,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
63,-1,-1,0,0,63,lime
63,-1,-1,0,0,63,lime
101,-1,-1,0,0,101,lime
63,-1,-1,0,0,63,lime
124,-1,-1,0,0,124,lime
101,634,634,0,0,101,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
101,-1,-1,0,0,101,lime
51,51,55,36,114919,178916,lime
51,51,542,84,17465,152951,lime
124,-1,-1,0,0,372,lime
57,112,112,0,0,57,lime
124,-1,-1,0,0,124,lime
51,178,178,0,0,114,lime
124,-1,-1,0,0,124,lime
101,-1,-1,0,0,101,lime
124,-1,-1,0,0,124,lime
124,634,634,0,0,248,lime
101,-1,-1,0,0,606,lime
