@relation AllApplicationsOverSSHLabeldTraffic

@attribute min_fpktl numeric
@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute mean_bpktl numeric
@attribute std_bpktl numeric
@attribute min_fiat numeric
@attribute max_fiat numeric
@attribute std_fiat numeric
@attribute min_biat numeric
@attribute max_biat numeric
@attribute proto numeric
@attribute total_fpackets numeric
@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute class {TELNET,FTP,HTTP,DNS,lime,localForwarding,remoteForwarding,scp,sftp,x11,shell}

@data
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,182,551,184,55,47,70,585181,95404,36,585124,17,981,178916,861,48049,lime
51,52,482,21,542,63,5,467833,41149,84,467814,17,2922,152951,2923,1585816,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
57,57,57,0,112,0,0,0,0,0,0,17,1,57,1,112,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,57,63,8,178,0,202865,202865,0,0,0,17,2,114,1,178,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,2,248,2,1268,lime
101,101,101,0,-1,0,116,116,0,0,0,17,6,606,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,356729,410326,6527,0,0,17,51,2601,0,0,lime
124,124,124,0,472,178,0,0,0,0,0,17,2,248,2,944,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,177,0,0,0,0,0,0,17,1,124,1,177,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
124,124,124,0,417,35,0,0,0,0,0,17,3,372,3,1253,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
240,240,240,0,-1,0,0,0,0,0,0,17,1,240,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,568,0,0,0,0,0,0,17,1,124,1,568,lime
51,58,551,56,527,103,137,3524966,762819,29,1816987,17,203,11846,289,152576,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,551,8,550,17,23,673884,14348,51,675062,17,37539,1921886,37688,20742169,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,545,551,51,53,29,25,1456256,125604,47,1792218,17,2329,1269431,2227,118530,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,341,53,501363,501363,0,582414,582414,17,18,1818,14,4781,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,205812,710317,55422,0,0,17,50,2550,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,627,26,306,306,0,12204,12204,17,8,808,7,4389,lime
51,490,551,162,51,16,70,995269,249638,58,1475954,17,1054,517287,922,47510,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,7,707,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,220,0,0,0,0,0,0,17,1,101,1,220,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,549,551,30,51,15,470,847471,40445,19,3522828,17,9644,5296002,9599,494338,lime
101,101,101,0,301,68,0,0,0,0,0,17,4,404,3,904,lime
101,101,101,0,536,78,322,322,0,0,0,17,7,707,5,2680,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,168320,465146,41338,0,0,17,50,2550,0,0,lime
101,101,101,0,-1,0,761,1917,817,0,0,17,11,1111,0,0,lime
51,51,51,0,-1,0,26,410712,119594,0,0,17,49,2499,0,0,lime
188,188,188,0,-1,0,0,0,0,0,0,17,1,188,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,308860,801879,67129,0,0,17,46,2346,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,95,38,0,0,0,0,0,17,2,248,2,191,lime
101,101,101,0,596,55,0,0,0,0,0,17,2,202,2,1192,lime
101,101,101,0,-1,0,24,501413,354535,0,0,17,6,606,0,0,lime
101,101,101,0,439,0,0,0,0,0,0,17,2,202,2,878,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,318404,413968,12055,0,0,17,51,2601,0,0,lime
182,182,182,0,-1,0,0,0,0,0,0,17,1,182,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,146,0,0,0,0,0,0,17,2,202,2,292,lime
51,51,51,0,-1,0,136040,548497,64514,0,0,17,98,4998,0,0,lime
51,51,51,0,-1,0,351081,402815,7131,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,61,0,0,0,0,0,0,17,1,124,1,61,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,616,30,0,0,0,0,0,17,3,372,3,1850,lime
124,124,124,0,305,0,0,0,0,0,0,17,1,124,1,305,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,182,0,0,0,0,0,0,17,2,202,1,182,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,637,0,0,0,0,0,0,17,1,101,1,637,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,62,62,0,0,0,17,11,1111,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,51,0,-1,0,327553,459423,15468,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,320296,408454,11723,0,0,17,51,2601,0,0,lime
124,124,124,0,98,0,0,0,0,0,0,17,1,124,1,98,lime
51,53,84,9,51,0,39,1098646,218324,70,1414424,17,78,4209,60,3060,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,521,0,0,0,0,0,0,17,1,101,1,521,lime
101,101,101,0,635,1,0,0,0,0,0,17,8,808,8,5081,lime
101,101,101,0,339,27,0,0,0,0,0,17,5,505,4,1359,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
63,63,63,0,165,0,0,0,0,0,0,17,1,63,1,165,lime
124,124,124,0,-1,0,2623,2623,0,0,0,17,6,744,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,452,0,0,0,0,0,0,17,1,101,1,452,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
51,51,51,0,-1,0,312855,441105,14874,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,61,0,216,216,0,6586,6586,17,12,1212,12,732,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
57,57,57,0,112,0,0,0,0,0,0,17,1,57,1,112,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
63,63,63,0,177,0,0,0,0,0,0,17,1,63,1,177,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,4,404,0,0,lime
51,118,551,160,80,111,71,728329,241063,39,699505,17,35,4148,29,2341,lime
101,101,101,0,240,10,0,0,0,0,0,17,3,303,3,720,lime
101,101,101,0,491,13,57,57,0,7961,7961,17,4,404,4,1966,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
51,51,51,0,-1,0,346403,415511,8293,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,331061,409619,10132,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
101,101,101,0,-1,0,119,119,0,0,0,17,6,606,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,244,125,27,42,10,146,1943,17,31,3131,31,7571,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,193,0,0,0,0,0,0,17,1,124,1,193,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,597,3,0,0,0,0,0,17,2,202,2,1195,lime
51,51,51,0,-1,0,71,804218,156366,0,0,17,102,5202,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
51,51,51,0,-1,0,397112,407639,1303,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
101,101,101,0,188,53,76,495,240,202,1452,17,19,1919,15,2821,lime
51,51,51,0,-1,0,336354,411495,9770,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,142,44,39,323,107,91,14134,17,41,4141,41,5846,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,356,0,0,0,0,0,0,17,1,101,1,356,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
101,101,101,0,561,148,0,0,0,0,0,17,4,404,4,2246,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,4,404,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
101,101,101,0,166,16,0,0,0,0,0,17,15,1515,15,2502,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
63,63,63,0,177,0,0,0,0,0,0,17,1,63,1,177,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
77,77,77,0,-1,0,0,0,0,0,0,17,1,77,0,0,lime
101,101,101,0,117,0,0,0,0,0,0,17,2,202,2,234,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
101,101,101,0,465,100,1179,1179,0,346,346,17,12,1212,12,5591,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,219,27,1166,1166,0,0,0,17,14,1414,14,3071,lime
57,57,57,0,112,0,0,0,0,0,0,17,1,57,1,112,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,71,551,94,90,130,4013,992177,281067,2582,665628,17,103,7411,109,9894,lime
101,101,101,0,421,0,0,0,0,0,0,17,1,101,1,421,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,348,0,0,0,0,0,0,17,1,101,1,348,lime
51,112,551,162,148,189,1076,566746,157895,59,494931,17,83,9369,27,4000,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,142,9,0,0,0,0,0,17,5,505,5,713,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,7,707,0,0,lime
101,101,101,0,634,0,113,113,0,16449,16449,17,7,707,5,3170,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
51,51,51,0,-1,0,339284,403504,8802,0,0,17,51,2601,0,0,lime
51,51,51,0,-1,0,312051,421832,13284,0,0,17,51,2601,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
124,124,124,0,486,157,0,0,0,0,0,17,2,248,2,973,lime
101,101,101,0,-1,0,0,0,0,0,0,17,6,606,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
101,101,101,0,398,63,0,0,0,0,0,17,5,505,5,1990,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,322657,403383,11224,0,0,17,51,2601,0,0,lime
101,101,101,0,-1,0,504791,504791,0,0,0,17,4,404,0,0,lime
101,101,101,0,278,0,0,0,0,0,0,17,1,101,1,278,lime
124,124,124,0,147,0,0,0,0,0,0,17,1,124,1,147,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,634,0,0,0,0,0,0,17,1,101,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,5,620,0,0,lime
101,101,101,0,429,24,210,210,0,5720,5720,17,7,707,7,3008,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,547,4,0,0,0,0,0,17,2,248,2,1094,lime
101,101,101,0,-1,0,0,0,0,0,0,17,3,303,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
61,61,61,0,-1,0,0,0,0,0,0,17,1,61,0,0,lime
51,83,551,116,112,156,26,1322668,262738,71,2024828,17,142,11812,154,17380,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,556,0,0,0,0,0,0,17,2,248,2,1112,lime
51,521,551,118,53,34,10943,1056984,193126,192,987835,17,1006,524210,944,50527,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,24,36,8,0,0,17,12,1212,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,95,38,0,0,0,0,0,17,2,248,2,191,lime
101,101,101,0,425,26,0,0,0,0,0,17,5,505,5,2126,lime
124,124,124,0,634,0,0,0,0,0,0,17,3,372,3,1902,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
63,63,63,0,164,0,0,0,0,0,0,17,1,63,1,164,lime
57,57,57,0,113,0,0,0,0,210,262,17,1,57,3,339,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
51,57,63,8,178,0,202660,202660,0,0,0,17,2,114,1,178,lime
101,101,101,0,-1,0,0,0,0,0,0,17,17,1717,0,0,lime
57,57,57,0,112,0,0,0,0,0,0,17,1,57,1,112,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,85,85,0,0,0,17,14,1414,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
51,57,63,8,177,0,542597,542597,0,0,0,17,2,114,1,177,lime
51,51,51,0,-1,0,52,415846,70408,0,0,17,99,5049,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
101,101,101,0,428,0,0,0,0,0,0,17,2,202,1,428,lime
101,101,101,0,130,29,52,503755,167818,96,3113,17,44,4444,44,5726,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,102,0,771151,771151,0,0,0,17,2,102,1,102,lime
101,101,101,0,399,154,79,576,278,2659,4573,17,19,1919,19,7599,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
51,51,51,0,-1,0,519954,519954,0,0,0,17,2,102,0,0,lime
101,101,101,0,350,30,0,0,0,0,0,17,3,303,3,1051,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,532,0,0,0,0,0,0,17,1,124,1,532,lime
51,51,51,0,-1,0,370929,415516,5027,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
51,51,51,0,-1,0,335102,402983,9441,0,0,17,51,2601,0,0,lime
51,51,51,0,-1,0,137253,608722,110521,0,0,17,48,2448,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,518,0,0,0,0,0,0,17,2,202,2,1036,lime
101,101,101,0,530,0,0,0,0,0,0,17,1,101,1,530,lime
101,101,101,0,376,3,0,0,0,0,0,17,3,303,3,1128,lime
58,58,58,0,-1,0,0,0,0,0,0,17,1,58,0,0,DNS
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
51,51,51,0,-1,0,317639,408703,12024,0,0,17,51,2601,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,2,248,1,634,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,4,496,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,51,0,-1,0,0,0,0,0,0,17,1,51,0,0,lime
51,51,51,0,54,10,757,402838,156692,1094,648060,17,8,408,10,543,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,397,48,0,0,0,0,0,17,5,620,5,1987,lime
124,124,124,0,-1,0,100,100,0,0,0,17,6,744,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,630,0,0,0,0,0,0,17,1,101,1,630,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,55,63,6,102,0,311557,595354,200674,0,0,17,3,165,1,102,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,95,38,0,0,0,0,0,17,2,248,2,191,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,415,34,0,0,0,0,0,17,5,505,5,2075,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,4,404,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,634,0,0,0,0,0,0,17,1,124,1,634,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,505,0,0,0,0,0,0,17,2,248,1,505,lime
124,124,124,0,428,108,0,0,0,0,0,17,2,248,2,857,lime
101,101,101,0,634,0,0,0,0,0,0,17,4,404,4,2536,lime
124,124,124,0,634,0,0,0,0,0,0,17,2,248,2,1268,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,473,11,548,36,26,997051,124273,469,999898,17,1438,73760,1459,799942,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
51,51,51,0,-1,0,148873,636295,49302,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,3,372,0,0,lime
101,101,101,0,288,0,0,0,0,0,0,17,1,101,1,288,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,251,551,246,58,61,73,970768,272874,764,970842,17,60,15093,60,3535,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
51,51,51,0,-1,0,378194,408173,3540,0,0,17,51,2601,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
101,101,101,0,586,49,0,0,0,0,0,17,3,303,3,1759,lime
124,124,124,0,98,0,0,0,0,0,0,17,1,124,1,98,lime
124,124,124,0,-1,0,0,0,0,0,0,17,4,496,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
63,63,63,0,-1,0,0,0,0,0,0,17,1,63,0,0,lime
51,51,51,0,-1,0,324184,408242,11026,0,0,17,51,2601,0,0,lime
124,124,124,0,592,0,0,0,0,0,0,17,1,124,1,592,lime
101,101,101,0,-1,0,82,105,13,0,0,17,11,1111,0,0,lime
101,101,101,0,402,17,0,0,0,0,0,17,4,404,3,1206,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,267,0,0,0,0,0,0,17,1,101,1,267,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,2,202,0,0,lime
51,51,51,0,-1,0,413764,413764,0,0,0,17,2,102,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
101,101,101,0,-1,0,0,0,0,0,0,17,1,101,0,0,lime
124,124,124,0,563,0,0,0,0,0,0,17,1,124,1,563,lime
124,124,124,0,-1,0,142,142,0,0,0,17,6,744,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,2,248,0,0,lime
51,51,51,0,-1,0,383350,421839,4037,0,0,17,49,2499,0,0,lime
51,535,551,86,52,23,942,912611,71747,4,792258,17,1438,769700,1431,75122,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
124,124,124,0,-1,0,0,0,0,0,0,17,1,124,0,0,lime
51,51,551,19,548,31,12,1096777,96513,25,1310171,17,2857,148054,2826,1551116,lime
